Volume,Page,Sheet Type,Decade,Country,County,Subdivision,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1900-1909_27_pt1,107,Rainfall,1900s,Scotland,Peeblesshire,-,DONALD'S CLEUCH HEAD EDINBURGH W.W. NO 11,10,1900,[........##],24,0,20,1908/01,1909/12,2,0,70.0,,EDINBURGH-WW-DONALDS-CLEUGH-HEAD-NO-11,NT 1516,55.430,-3.340,,,,
TYRain_1900-1909_27_pt1,111,Rainfall,1900s,Scotland,Peeblesshire,-,Garlet Hill Edinburgh WW no 10,10,1900,[........##],24,0,20,1908/01,1909/12,2,0,47.5,,EDINBURGH-WW-GARELET-DOD-NO-10,NT 124202,55.468,-3.387,,,,no elevation. on Garelet Hill south and above Talla Reservoir
TYRain_1900-1909_27_pt1,114,Rainfall,1900s,Scotland,Peeblesshire,-,Mathieside Cairn,10,1900,[........##],24,0,20,1908/01,1909/12,2,0,43.0,,EDINBURGH-WW-MATHIESDIE-CAIRN,NT 130222,55.486,-3.378,,,,no elevation.
TYRain_1900-1909_28_pt1,29,Rainfall,1900s,Scotland,Ayrshire,-,Ayr Newark Castle,10,1900,[###.......],35,1,29.2,1900/02,1902/12,3,0,40.6,,AYR-NEWARK-CASTLE,NS 322173,55.421,-4.653,200,,,John S Alston. Alloway ch 1 mi E
TYRain_1900-1909_28_pt1,36,Rainfall,1900s,Scotland,Ayrshire,-,Barr Hill Kildonan,10,1900,[......##..],24,0,20,1906/01,1907/12,2,0,33.7,,BARR-HILL-KILDONAN,NX 2275883095,55.110,-4.780,250,,,"W Weir then J McDowell. Record says ""1907 bad"""
TYRain_1900-1909_28_pt1,54,Rainfall,1900s,Scotland,Renfrewshire,-,CALDER GLEN,10,1900,[......TTT1],1,0,0.8,1909/12,1909/12,4,0,64.5,,CALDER-GLEN,,,,,,,Unable to trace
TYRain_1900-1909_28_pt1,68,Rainfall,1900s,Scotland,Renfrewshire,-,Wemyss Bay Kelly,10,1900,[........7#],19,0,15.8,1908/06,1909/12,1,0,44.0,,WEMYSS-BAY-KELLY,NS 1977268626,55.877,-4.883,200,,J. Clark-NeiU. ESQ.,
TYRain_1900-1909_28_pt1,84,Rainfall,1900s,Scotland,Dunbartonshire,-,CARDROSS DARLEITH,10,1900,[......##3.],27,0,22.5,1906/01,1908/03,2,0,54.1,,CARDROSS-DARLEITH,NS 3454680561,55.989,-4.654,350,,"Claud A. Allan, Esq....",
TYRain_1900-1909_28_pt1,106,Rainfall,1900s,Scotland,Stirlingshire,-,FALKIRK HOSPITAL,10,1900,[...###..#.],48,0,40,1903/01,1908/12,4,0,40.7,,FALKIRK-HOSPITAL,NS 8766878736,55.988,-3.802,395,,David Ronald Esq. C.E.,
TYRain_1900-1909_28_pt1,117,Rainfall,1900s,Scotland,Stirlingshire,-,Bannockburn Auchenbowie,10,1900,[.......###],36,0,30,1907/01,1909/12,3,0,49.8,,BANNOCHBURN-AUCHENBOWIE,NS 8005487403,56.064,-3.928,280,,Mr. Jas.Porter per SMS,Approx Location
TYRain_1900-1909_28_pt1,139,Rainfall,1900s,Scotland,Stirlingshire,-,KILSYTH KIRKINTILLOCH W.W.,10,1900,[....T.....],0,0,0,,,1,0,56.6,,KILSYTH-KIRKINTILLOCH-WW,,,,,,A.E.Horsburgh Esq.,Unable to locate T only
TYRain_1900-1909_28_pt1,172,Rainfall,1900s,Scotland,Argyll,-,DALMALLY SCHOOL HOUSE,10,1900,[.........#],12,0,10,1909/01,1909/12,1,0,80.5,,DALMALLY-SCHOOL-HOUSE,NN 1722727366,56.403,-4.963,150,,A. Allison Esq.,
TYRain_1900-1909_28_pt1,174,Rainfall,1900s,Scotland,Argyll,-,Oban Kilninver Bragleenbeg,10,1900,[#####.....],60,0,50,1900/01,1904/12,5,0,86.5,,KILNINVER-BRAGLEENBEG,NM 9084220316,56.329,-5.385,250,,F.B.Ellison Esq.,
TYRain_1900-1909_28_pt1,189,Rainfall,1900s,Scotland,Argyll,-,GLENREASDELL MAINS,10,1900,[......7###],43,0,35.8,1906/06,1909/12,3,0,51.2,,GLENREASDELL-MAINS,NR 866583,55.771,-5.404,149,,"Ronald S. Ker, Esq",
TYRain_1900-1909_28_pt1,194,Rainfall,1900s,Scotland,Argyll,-,MINARD CASTLE GARDENS,10,1900,[...##2....],26,0,21.7,1903/01,1905/02,2,0,71.8,,MINARD-CASTLE-GARDENS,NR 971942,56.097,-5.264,12,,Mr. A.McKenzie,
TYRain_1900-1909_28_pt1,197,Rainfall,1900s,Scotland,Argyll,-,STRACHUR TOMBUIDHE,10,1900,[.......2##],26,0,21.7,1907/11,1909/12,2,0,67.6,,STRACHUR-TOMBUIDHE,NN 098005,56.159,-5.064,180,,John Robertson Esq.,
TYRain_1900-1909_28_pt1,203,Rainfall,1900s,Scotland,Argyll,-,GLEN ARAY LADYFIELD,10,1900,[.........#],12,0,10,1909/01,1909/12,1,0,87.7,,GLEN-ARAY-LADYFIELD,NN 0900015500,56.293,-5.088,400,,"A. E. Lowis, Esq.",
TYRain_1900-1909_28_pt1,215,Rainfall,1900s,Scotland,Argyll,-,ISLAY TIGHCARGAMAN PORT ELLEN,10,1900,[.......###],36,0,30,1907/01,1909/12,3,0,47.5,,ISLAY-TIGHCARGAMAN-PORT-ELLEN,NR 3620045800,55.634,-6.193,24,,Peter Reid Esq.,
TYRain_1900-1909_28_pt1,225,Rainfall,1900s,Scotland,Argyll,-,JURA FEOLINE,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,53.9,,JURA-FEOLINE,NR 441691,55.847,-6.090,30,,Henry Evans Esq.,
TYRain_1900-1909_28_pt1,232,Rainfall,1900s,Scotland,Argyll,-,ISLE OF MULL KINLOCHSEPLVE FARM,10,1900,[....5####.],53,0,44.2,1904/08,1908/12,4,0,94.0,,ISLE-OF-MULL-KINLOCHSEPLVE-FARM,NM 6547226191,56.370,-5.799,45,,Mr. R. McMorran,
TYRain_1900-1909_28_pt1,239,Rainfall,1900s,Scotland,Argyll,-,TIREE HYLIPOL MANSE,10,1900,[######....],72,0,60,1900/01,1905/12,6,0,46.5,,TIREE-HEYLIPOL-MANSE,NL 9805342747,56.480,-6.906,25,,Rev. Mclean,OS Spelling
TYRain_1900-1909_28_pt1,240,Rainfall,1900s,Scotland,Argyll,-,Tiree The Manse Scarinish,10,1900,[........26],8,0,6.7,1908/11,1909/06,0,0,,,TIREE-THE-MANSE-SCARINISH,NM 044456,56.509,-6.807,17,,Rev. W.A.Gillies per John Ross (09),
TYRain_1900-1909_28_pt1,245,Rainfall,1900s,Scotland,Clackmannanshire,-,TULLIBODY HOUSE [STIRLING],10,1900,[.#........],12,0,10,1901/01,1901/12,1,0,25.8,,STIRLING-TULLIBODY-HOUSE,NS 8621193314,56.119,-3.832,20,,Mr Forrester,
TYRain_1900-1909_28_pt1,254,Rainfall,1900s,Scotland,Kinross,-,KINROSS HOUSE,10,1900,[......####],48,0,40,1906/01,1909/12,4,0,39.2,,KINROSS-HOUSE,NO 1253002110,56.204,-3.412,377,,Mr James Kirk,
TYRain_1900-1909_29_pt1,5,Rainfall,1900s,Scotland,Fife,-,DUNFERMLINE HIGH SCHOOL,10,1900,[......61..],7,0,5.8,1906/01,1907/02,0,0,,,DUNFERMLINE-HIGH-SCHOOL,NT 0962186418,56.062,-3.453,225,,Dr. J. MacDonald,Approx
TYRain_1900-1909_29_pt1,15,Rainfall,1900s,Scotland,Fife,-,LARGO CARLTON,10,1900,[.......###],36,0,30,1907/01,1909/12,3,0,33.6,,LARGO-CARLTON,NO 425033,56.219,-2.929,150,,Mr. E. Tate,"grid ref for grade c listed building (Carlton, Upper Largo) (corrected from British Listed Building register)"
TYRain_1900-1909_29_pt1,16,Rainfall,1900s,Scotland,Fife,-,UPPER LARGO ROSELEA,10,1900,[........6#],16,0,13.3,1908/07,1909/12,1,0,31.1,,UPPER-LARGO-ROSELEA,NO 413030,56.216,-2.948,100,,Mrs. E.V.Baxter,"High: This reference includes the remark that ""Roselea was a chic little villa by the sea"" https://books.google.co.uk/books?id=6mdHDgAAQBAJ&pg=PT220&lpg=PT220&dq=largo%22+%22roselea%22&source=bl&ots=k1NbUbARBe&sig=ACfU3U02xiDAAhrRa8s2DGEWu12AtlwfKQ&hl=en&sa=X&ved=2ahUKEwiPmpXswd3oAhVtQkEAHdkbCz0Q6AEwAHoECAsQKA#v=onepage&q=largo%22%20%22roselea%22&f=false ExBeeb: Roselea in on Largo Road. Shown as present on maps 1920s on, names on OS map 1944-69 1:1,250/1:2,500"
TYRain_1900-1909_29_pt1,21,Rainfall,1900s,Scotland,Fife,-,Colinsburgh Gilston,10,1900,[......##4.],28,0,23.3,1906/01,1908/04,2,0,36.9,,COLINSBURGH-GILSTON,NO 450066,56.249,-2.889,625,,Scot. Met. Soc.,"Medium: volunteer52: The site of Fife and Kinross District Asylum is shown on the OS 25"" 1892-1914 map just west of Cupar.Large Grounds so site not specific"
TYRain_1900-1909_29_pt1,24,Rainfall,1900s,Scotland,Fife,-,STRATHMIGLO,10,1900,[####6.....],54,0,45,1900/01,1904/06,4,0,37.6,,STRATHMIGLO-EDENSIDE-HOUSE,NO 1846109130,56.268,-3.318,200,,F. Troup Esq. M.D.,
TYRain_1900-1909_29_pt1,26,Rainfall,1900s,Scotland,Fife,-,CRAIL CAMBO FIFE,10,1900,[.......###],36,0,30,1907/01,1909/12,3,0,26.4,,CRAIL-CAMBO-HOUSE,NO 601114,56.293,-2.646,50,,Sir Thomas  Erskine Bart.,
TYRain_1900-1909_29_pt1,28,Rainfall,1900s,Scotland,Fife,-,RANKEILOUR,10,1900,[.........3],3,0,2.5,1909/10,1909/12,0,0,,,RANKEILOUR,NO 328135,56.309,-3.088,200,,Scot. Met. Soc.,"Grid ref for Rankielour House, large grounds"
TYRain_1900-1909_29_pt1,29,Rainfall,1900s,Scotland,Fife,-,BOAR HILL KENLY GREEN,10,1900,[.....##...],24,0,20,1905/01,1906/12,2,0,23.3,,BOAR-HILL-KENLY-GREEN,NO 568137,56.314,-2.700,75,,"G. Cheetham, Esq",
TYRain_1900-1909_29_pt1,31,Rainfall,1900s,Scotland,Fife,-,ST. ANDREWS GREENSIDE PLACE,10,1900,[.........#],12,0,10,1909/01,1909/12,1,0,30.8,,ST-ANDREWS-GREENSIDE-PLACE,NO 5112216393,56.337,-2.792,50,,Jas. Wilson Esq,
TYRain_1900-1909_29_pt1,34,Rainfall,1900s,Scotland,Fife,-,Balmerino,10,1900,[#.##......],36,0,30,1900/01,1903/12,3,0,30.6,,BALMERINO,NO 3578424746,56.411,-3.042,60,,"Colonel F.J STUART GRAY , Geo Falconer (Forester)",
TYRain_1900-1909_29_pt1,45,Rainfall,1900s,Scotland,Perthshire,-,DOWNE HIGH BRAES,10,1900,[........#.] Dup,12,0,10,1908/01,1908/12,1,0,49.4,Duplication,DOUNE-HIGH-BRAES,NN 7013205642,56.226,-4.096,830,,Scot. Met. Soc.,This sheet is an almost exact copy 1908 (apart from June) of DOUNE-CAULDHAME
TYRain_1900-1909_29_pt1,66,Rainfall,1900s,Scotland,Perthshire,-,GLENFARG U F MANSE,10,1900,[..3959#66.],48,2,40,1902/10,1908/11,4,0,40.5,,GLENFARG-U-F-MANSE,NO 1340710640,56.280,-3.400,480,,Rev. James W. Jack,
TYRain_1900-1909_29_pt1,143,Rainfall,1900s,Scotland,Kincardineshire,-,JOHNSHAVEN BROTHERTON,10,1900,[#.##......],36,0,30,1900/01,1903/12,3,0,28.6,,JOHNSHAVEN-BROTHERTON,NO 8023467749,56.801,-2.325,100,,Mrs. Scott,
TYRain_1900-1909_29_pt1,152,Rainfall,1900s,Scotland,Kincardineshire,-,CRATHES SPYHILL,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,43.2,,CRATHES-SPYHILL,NO 7620191274,57.012,-2.394,725,,J.Smith Esq.,
TYRain_1900-1909_29_pt1,161,Rainfall,1900s,Scotland,Aberdeenshire,-,CNAPAN GARBH NO 1,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,35.8,,CNAPAN-CARBH,NN 980863,56.957,-3.679,2150,,W.Dyack,
TYRain_1900-1909_29_pt1,163,Rainfall,1900s,Scotland,Aberdeenshire,-,ABERDEEN WW SCHEME 1908 DUKES CHAIR NO 3,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,38.9,,DUKES-CHAIR,NN 971883,56.974,-3.694,2000,,W.Dyack,
TYRain_1900-1909_29_pt1,164,Rainfall,1900s,Scotland,Aberdeenshire,-,BRAEMAR CANMORE,10,1900,[........##] Dup,24,0,20,1908/01,1909/12,2,0,33.4,Duplication,BRAEMAR-CANMORE,NO 151914,57.006,-3.399,1114,,A.M. Shirran,"British Rainfall includes this site up to 1915. The 1910s sheet is missing. Not located, Grid refence of Braemar Bank used - same observer and elevation."
TYRain_1900-1909_29_pt1,165,Rainfall,1900s,Scotland,Aberdeenshire,-,GLEN LUI LARIG GHRU NO 4,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,40.8,,GLEN-LUI-LARIG-GHRU,NN 9798,57.060,-3.700,1900,,W.Dyack,Lairig Ghru on map
TYRain_1900-1909_29_pt1,170,Rainfall,1900s,Scotland,Aberdeenshire,-,BRAEMAR MEALL AN SLUGAIN NO.9,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,42.1,,BRAEMAR-MEALL-AN-SLUGAIN,NO 126957,57.044,-3.442,2250,,W.Dyack,
TYRain_1900-1909_29_pt1,174,Rainfall,1900s,Scotland,Aberdeenshire,-,Beinn Muich Dhui Carn a mhain No 6,10,1900,[..######2#],86,0,71.7,1902/01,1909/12,7,0,57.9,,BEN-MUICH-DHUI-CARN-A-MHAIM,NO 004947,57.033,-3.643,2700,,W.Dyack,
TYRain_1900-1909_29_pt1,175,Rainfall,1900s,Scotland,Aberdeenshire,-,Beinn a'Chaorainn No 8,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,63.0,,BEINN-A-CHAORUINN,NJ 0401,57.090,-3.590,2850,,W.Dyack,"Peak of Beinn a'Chaorruinn is at NJ045015, but is 600+ feet too high"
TYRain_1900-1909_29_pt1,176,Rainfall,1900s,Scotland,Aberdeenshire,-,Beinn a'An East No 11,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,41.5,,BEINN-A-AN-EAST,NJ 1602,57.100,-3.390,2560,,W.Dyack,Beinn A'an seems to be another name for Ben Avon
TYRain_1900-1909_29_pt1,177,Rainfall,1900s,Scotland,Aberdeenshire,-,Beinn a'An West No 10,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,50.7,,BEINN-A-AN-WEST,NJ 1302,57.100,-3.440,3500,,W.Dyack,Beinn A'an seems to be another name for Ben Avon
TYRain_1900-1909_29_pt1,190,Rainfall,1900s,Scotland,Aberdeenshire,-,UPPER DON CARN CUILCHATHAIDH NO 17,10,1900,[..######..],72,0,60,1902/01,1907/12,6,0,38.6,,UPPER-DON-DELNADAMPH,NJ 2007,57.150,-3.320,1850,,W.Dyack,"Note on sheet says may be the same place as DELNADAMPH. Cairn Culchavie is at NJ200071, but too high for the sheet elevation."
TYRain_1900-1909_29_pt1,191,Rainfall,1900s,Scotland,Aberdeenshire,-,UPPER DON DELNADAMPH NO 15,10,1900,[........##],24,0,20,1908/01,1909/12,2,0,40.1,,UPPER-DON-DELNADAMPH,NJ 2208,57.160,-3.290,1850,,W.Dyack,"Delnadamph Lodge is on the map, but 400ft too low."
TYRain_1900-1909_29_pt1,192,Rainfall,1900s,Scotland,Aberdeenshire,-,COCK BRIDGE ALLARGUE HOUSE NO 16,10,1900,[..#.......],12,0,10,1902/01,1902/12,1,0,36.6,,COCK-BRIDGE-ALLARGUE-HOUSE,NJ 259094,57.169,-3.227,1400,,W.Dyack,
TYRain_1900-1909_29_pt1,222,Rainfall,1900s,Scotland,Moray (Elgin),-,Carron Bridge End Cottage,10,1900,[8####.....],56,0,46.7,1900/05,1904/12,4,0,31.4,,CARRON-BRIDGE-END-COTTAGE,NJ 2238941282,57.455,-3.295,366,,F. Druce Esq. Mr. Dennis Walters,
TYRain_1900-1909_29_pt1,225,Rainfall,1900s,Scotland,Moray (Elgin),-,GRANTOWN SCHOOL,10,1900,[.......##3],27,0,22.5,1907/01,1909/03,2,0,32.7,,GRANTOWN-SCHOOL,NJ 0345227790,57.330,-3.605,700,,Jas. Kerr Esq. per A.C. Grant,Valuation Sheets
TYRain_1900-1909_30_pt1,31,Rainfall,1900s,Scotland,Inverness,-,MUCOMIR,10,1900,[9#####....],69,0,57.5,1900/04,1905/12,5,0,60.6,,MUCOMIR,NN 184939,57.000,-4.992,155,,"J. Scott, Esq., C.E.",1900 Gauge moved 1/4 mile South
TYRain_1900-1909_30_pt1,42,Rainfall,1900s,Scotland,Inverness,-,EIGG,10,1900,[.##3......],27,0,22.5,1901/01,1903/03,2,0,49.5,,EIGG,NM 4885,56.890,-6.140,,,Mr. D. McDonald,Approximate Location based on main settlement
TYRain_1900-1909_30_pt1,43,Rainfall,1900s,Scotland,Inverness,-,EIGG,10,1900,[....1.....],1,0,0.8,1904/01,1904/01,0,0,,,EIGG,NM 4885,56.890,-6.140,,,M.J. ?,Approximate Location based on main settlement
TYRain_1900-1909_30_pt1,45,Rainfall,1900s,Scotland,Inverness,-,SKYE ARMERDALE ARDVASAR,10,1900,[.###......],36,0,30,1901/01,1903/12,3,0,68.0,,SKYE-ARMERDALE-ARDVASAR,NG 633033,57.060,-5.905,20,,Rev. N. MacDougall,
TYRain_1900-1909_30_pt1,67,Rainfall,1900s,Scotland,Ross and Cromarty,-,FORTROSE RADDERY,10,1900,[....####..],48,0,40,1904/01,1907/12,4,0,29.1,,FORTROSE-RADDERY,NH 7112959350,57.606,-4.158,300,,Elgathorne Hill Esq.,
TYRain_1900-1909_30_pt1,74,Rainfall,1900s,Scotland,Ross and Cromarty,-,ACHTERNEED HOUSEHILL,10,1900,[....26##..],32,0,26.7,1904/11,1907/12,2,0,34.1,,ACHTERNEED-HORSEHILL,NH 487660,57.658,-4.538,1800,,"J. Dalling for G. Wotherspoon, Esq",Med: OSGR based on Stn & Church distances The correction of the name comes from BR 1906
TYRain_1900-1909_30_pt1,83,Rainfall,1900s,Scotland,Ross and Cromarty,-,ACHNAHARD (ROSS),10,1900,[...###....],35,0,29.2,1903/01,1905/11,2,0,25.5,,ACHNAHAIRD,NC 015131,58.062,-5.366,30,,D.A.Lawson Esq. J.Urquhart,Mis transcribed
TYRain_1900-1909_30_pt1,96,Rainfall,1900s,Scotland,Ross and Cromarty,-,Creag Mhaol,10,1900,[.....7#...],19,0,15.8,1905/06,1906/12,1,0,64.7,,CREAG-MHAOL,NG 8523634376,57.349,-5.571,600,,Mr. J McGregor,"From 1950's Locations ""57 21 N 5 35 W on sheet , not quite right. GR given to top of hill. No Station number on the sheet. Sheet has ""position unknown"""""
TYRain_1900-1909_31_pt1,2,Rainfall,1900s,Ireland/Republic of Ireland,Cork,-,CHARLEVILLE PARK,10,1900,[....#4....],16,0,13.3,1904/01,1905/05,1,0,37.1,,CHARLEVILLE-PARK,,,,396,,Captn Arthur Smith,
TYRain_1900-1909_31_pt1,13,Rainfall,1900s,Ireland/Republic of Ireland,Cork,-,Monkstown Gordon Villas,10,1900,[........#9],21,0,17.5,1908/01,1909/09,1,0,34.4,,MONKSTOWN-GORDON-VILLAS,,,,50,,RG Sikes,Monkstown church 50 yds W
TYRain_1900-1909_31_pt1,18,Rainfall,1900s,Ireland/Republic of Ireland,Cork,-,CORK COLLEGE ROAD,10,1900,[.....##...],24,0,20,1905/01,1906/12,2,0,34.2,,CORK-COLLEGE-ROAD,,,,287,,CH Jacob,looks like Marmillon church 250 yds E
TYRain_1900-1909_31_pt1,33,Rainfall,1900s,Ireland/Republic of Ireland,Kerry,-,BRANDON BAY FERMOYLE,10,1900,[.....#5...],17,0,14.2,1905/01,1906/05,1,0,79.0,,BRANDON-BAY-FERMOYLE,,,,40,,Met Office,Not researched
TYRain_1900-1909_31_pt1,48,Rainfall,1900s,Ireland/Republic of Ireland,Waterford,-,LISMORE BALLYGALLY,10,1900,[.####.....],48,0,40,1901/01,1904/12,4,0,42.8,,LISMORE-BALLYGALLY,,,,160,,R Foley,"Mocollop church 4.5 miles NW, Ballyduff ch 2 mi NW"
TYRain_1900-1909_31_pt1,49,Rainfall,1900s,Ireland/Republic of Ireland,Waterford,-,Lismore Mocollop Castle,10,1900,[..####....],48,0,40,1902/01,1905/12,4,0,43.5,,LISMORE-MOCOLLOP-CASTLE,,,,180,,Dr. HW Drew,Mocollop ch 1/4mi N
TYRain_1900-1909_31_pt1,78,Rainfall,1900s,Ireland/Republic of Ireland,Tipperary,-,Cahir (Mountain gauge),10,1900,[.......44.],8,0,6.7,1907/08,1908/09,0,0,,,CAHIR-MOUNTAIN-GAUGE,,,,1577,,RW Smith jn for RMS,Not researched
TYRain_1900-1909_31_pt1,79,Rainfall,1900s,Ireland/Republic of Ireland,Tipperary,-,BANSHA CASTLE,10,1900,[...65.....],11,0,9.2,1903/01,1904/10,0,0,,,BANSHA-CASTLE,,,,235,,EWM Murphy,52deg27min N; 8deg 4min 30secW; postcode E34 KH36
TYRain_1900-1909_31_pt1,81,Rainfall,1900s,Ireland/Republic of Ireland,Tipperary,-,DUNDRUM THE RECTORY,10,1900,[........1#],13,0,10.8,1908/12,1909/12,1,0,36.1,,DUNDRUM-THE-RECTORY,,,,300,,Rev BJ du Boe,Dundrum church 1/2 to 1/4mi NW; station 1 mi SW crossed out and NW added
TYRain_1900-1909_31_pt1,85,Rainfall,1900s,Ireland/Republic of Ireland,Limerick,-,LIMERICK GLENVIEW,10,1900,[.......###],36,0,30,1907/01,1909/12,3,0,31.1,,LIMERICK-GLENVIEW,,,,350,,T Fox Russell,Bahirnarry ch 3/4mi E; New Limerick st 6mi N
TYRain_1900-1909_31_pt1,103,Rainfall,1900s,Ireland/Republic of Ireland,Clare,-,LISDOONVARNA,10,1900,[.52.......],7,0,5.8,1901/08,1902/02,0,0,,,LISDOONVARNA,,,,260,,JJ MacGrath,Kilfenora ch 6 miles S; full record
TYRain_1900-1909_31_pt1,130,Rainfall,1900s,Ireland/Republic of Ireland,Kilkenny,-,KILKENNY BALLYCALLAN,10,1900,[..##9.....],33,0,27.5,1902/01,1904/09,2,0,41.9,,KILKENNY-BALLYCALLAN,,,,290,,J O'Connell for NJ Harrison,Not researched
TYRain_1900-1909_31_pt1,149,Rainfall,1900s,Ireland/Republic of Ireland,Wicklow,-,NEWTON MT KENNEDY SEIZENPARK,10,1900,[......###.],36,0,30,1906/01,1908/12,3,0,33.3,,NEWTON-MT-KENNEDY-SEIZENPARK,,,,300 then 350,,Rev Canon Deought?,StMatthews 200yds E. 1906 Greystones st 3mil no dir; 1908 Kilcoole st 2.5mi E
TYRain_1900-1909_31_pt1,173,Rainfall,1900s,Ireland/Republic of Ireland,King's County / Offaly,-,GEASHILL,10,1900,[....#.....],12,0,10,1904/01,1904/12,1,0,31.8,,GEASHILL,,,,,,Mrs Digby,Geashill ch 100yds W; st 2 mi S
TYRain_1900-1909_31_pt1,176,Rainfall,1900s,Ireland/Republic of Ireland,King's County / Offaly,-,EDENDERRY,10,1900,[.....####.],48,0,40,1905/01,1908/12,4,0,31.6,,EDENDERRY,,,,200,,LH Williams,Edenderry ch 1/2mi NE (SW pencilled over); st 1/2mi SW (NE pencilled over)
TYRain_1900-1909_31_pt1,179,Rainfall,1900s,Ireland/Republic of Ireland,Kildare,-,TIMOLIN VICARAGE,10,1900,[3####.....],51,0,42.5,1900/10,1904/12,4,0,39.4,,TIMOLIN-VICARAGE,,,,370,,Rev G Eldon Ellison,Timolin ch 3/4mi W Grange ?Con? Station 2.25mi E
TYRain_1900-1909_32_pt1,4,Rainfall,1900s,Ireland/Republic of Ireland,Dublin,-,KILLINEY PALERMO,10,1900,[.....T#...],12,0,10,1906/01,1906/12,2,0,24.1,,KILLINEY-PALERMO,,,,200,,Miss S Anne Orr,Holy Trinity 1/4mile no dir
TYRain_1900-1909_32_pt1,7,Rainfall,1900s,Ireland/Republic of Ireland,Dublin,-,KILLINEY WINTERSLOW,10,1900,[..#3......],15,0,12.5,1902/01,1903/03,1,0,35.0,,KILLINEY-WINTERSLOW,,,,50,,GMW Hill,Killiney ch 3/4mi NW
TYRain_1900-1909_32_pt1,9,Rainfall,1900s,Ireland/Republic of Ireland,Dublin,-,Stillorgan White Cross,10,1900,[.....###5.],41,0,34.2,1905/01,1908/05,3,0,27.4,,STILLORGAN-WHITE-CROSS,,,,290,,Miss Muriel E O'Sullivan,Not researched
TYRain_1900-1909_32_pt1,39,Rainfall,1900s,Ireland/Republic of Ireland,Meath,-,CUSHENTOWN,10,1900,[#26.......],18,0,15,1900/01,1902/06,0,0,,,CUSHENTOWN,,,,,,T Connor,Not researched
TYRain_1900-1909_32_pt1,67,Rainfall,1900s,Ireland/Republic of Ireland,Louth,-,BALLYMASCANLON HOUSE,10,1900,[...4......],4,0,3.3,1903/07,1903/10,0,0,,,BALLYMASCANLON-HOUSE,,,,,,Hon Gertrude Plunkett,"Carlingford Road, R173, Dundalk, Louth, A91 PF57"
TYRain_1900-1909_32_pt1,93,Rainfall,1900s,Ireland/Republic of Ireland,Mayo,-,ATHAVALLIE BALLA,10,1900,[........1.],1,0,0.8,1908/09,1908/09,0,0,,,ATHAVALLIE-BALLA,,,,,,Sir Hy Lynch Blosse for Irish Times,"name on recorded changed to Balla Athavallie; family home of the Lynch Blosse; coordinates Nat Invent Arch Heritage. 125106, 284731"
TYRain_1900-1909_32_pt1,111,Rainfall,1900s,Ireland/Republic of Ireland,Sligo,-,SLIGO ARDMORE,10,1900,[....##....],24,0,20,1904/01,1905/12,2,0,39.2,,SLIGO-ARDMORE,,,,65,,RS Pettigrew,Caby ch 1/2mi S; Sligo st 1/2mi SW
TYRain_1900-1909_32_pt1,138,Rainfall,1900s,Ireland/Northern Ireland,Armagh,-,PORTADOWN WESTSHEET,10,1900,[...##.....],24,0,20,1903/01,1904/12,2,0,33.0,,PORTADOWN-WEST-STREET,,,,117 then 115,,,STREET - TRANSCRIPTION ERROR SN Baker. Gauge move 1/2mi 1903. Portadown ch 200yds N then 150yds NE
TYRain_1900-1909_32_pt1,192,Rainfall,1900s,Ireland/Northern Ireland,Tyrone,-,Stewartstown Curglasson,10,1900,[.......87.],15,0,12.5,1907/05,1908/07,0,0,,,STEWARTSTOWN-CURGLASSON,,,,150,,,AR Johnston. Ballyclog ch 30yds E 1907 then gauge move April 1/2mile north
TYRain_1900-1909_32_pt1,211,Rainfall,1900s,Ireland/Republic of Ireland,Donegal,-,GWEEDORE HOTEL,10,1900,[......4###],38,0,31.7,1906/09,1909/10,2,0,57.3,,GWEEDORE-HOTEL,,,,250,,A Robertson,Not researched
TYRain_1900-1909_32_pt1,215,Rainfall,1900s,Ireland/Republic of Ireland,Donegal,-,BUNDORAN,10,1900,[4.........],4,0,3.3,1900/01,1900/04,0,0,,,BUNDORAN,,,,,,E Daly,Not researched
TYRain_1910-1919_01_pt1,3,Rainfall,1910s,England,London County,Surrey-became-London,SOUTHWARK WALWORTH BRETTELL STREET,10,1910,[..####....],48,0,40,1912/01,1915/12,4,0,26.6,,SOUTHWARK-WALWORTH-BRETTELL-STREET,,,,,,,
TYRain_1910-1919_01_pt1,7,Rainfall,1910s,England,London County,Surrey-became-London,LAMBETH BRIXTON HILL UNKNOWN,10,1910,[.1........],1,0,0.8,1911/01,1911/01,0,0,,,LAMBETH-BRIXTON-HILL-UNKNOWN,,,,,,,
